"","species","area.km2","status"
"31482","Serruria bolusii",8344.05763217798,"VU"
"31483","Serruria brownii",3365.19483768285,"EN"
"31484","Serruria candicans",15173.2077575227,"VU"
"31485","Serruria cyanoides",1664.49490614295,"EN"
"31486","Serruria decipiens",28723.6460615238,"NT"
"31487","Serruria effusa",37991.7542704772,"NT"
"31488","Serruria flagellifolia",5017.65459057042,"VU"
"31489","Serruria furcellata",1676.5148824659,"EN"
"31490","Serruria gremialis",18523.4546409145,"VU"
"31491","Serruria heterophylla",16735.6300564737,"VU"
"31492","Serruria hirsuta",1664.49490614295,"EN"
"31493","Serruria inconspicua",5017.65459057042,"VU"
"31494","Serruria incrassata",6694.18473601437,"VU"
"31495","Serruria kraussii",3365.32473240453,"EN"
"31496","Serruria linearis",8382.60144510458,"VU"
"31497","Serruria nervosa",4992.45794700379,"EN"
"31498","Serruria pedunculata",27388.2195786583,"NT"
"31499","Serruria rosea",3365.32473240453,"EN"
"31500","Serruria rubricaulis",21774.5997717689,"NT"
"31501","Serruria trilopha",3341.00978860885,"EN"
"31502","Sida dregei",1380537.62767968,"NT"
"31503","Silene aethiopica",673280.45711675,"NT"
"31504","Silene ornata",10068.7921426474,"VU"
"31505","Silene rigens",22036.4554214723,"NT"
"31506","Silene undulata",1108173.82739042,"NT"
"31507","Siphocodon spartioides",38795.3597174857,"NT"
"31508","Skiatophytum tripolium",52371.0713142926,"NT"
"31509","Smicrostigma viride",27463.8953117881,"NT"
"31510","Solanum burchellii",392153.498550159,"NT"
"31511","Solanum campylacanthum",6881235.74051401,"NT"
"31512","Solanum capense",846319.612120604,"NT"
"31513","Solanum catombelense",1786381.00386771,"NT"
"31514","Solanum giganteum",2849108.19197025,"NT"
"31515","Solanum guineense",384998.384686423,"NT"
"31516","Solanum lichtensteinii",2289935.72881134,"NT"
"31517","Solanum macrocarpon",6960857.386547,"NT"
"31518","Solanum rubetorum",1322182.2670681,"NT"
"31519","Solanum supinum",1021760.76945425,"NT"
"31520","Solanum umtuma",511820.240301852,"NT"
"31521","Sorocephalus lanatus",17231.4518541943,"VU"
"31522","Sparaxis metelerkampiae",15599.5014839525,"VU"
"31523","Sparaxis parviflora",15286.9334244843,"VU"
"31524","Sparrmannia ricinocarpa",543034.502816594,"NT"
"31525","Spatalla confusa",76542.7156591673,"NT"
"31526","Spatalla curvifolia",13361.7121366948,"VU"
"31527","Spatalla incurva",32949.1182332884,"NT"
"31528","Spatalla parilis",8453.33465866567,"VU"
"31529","Spatalla propinqua",8430.98297862599,"VU"
"31530","Spergularia bocconei",13844259.0963443,"NT"
"31531","Spermacoce natalensis",449889.679620968,"NT"
"31532","Spermacoce senensis",2687660.90211359,"NT"
"31533","Sphedamnocarpus pruriens",3709788.6143748,"NT"
"31534","Sphenostylis angustifolia",417563.124049214,"NT"
"31535","Staavia dodii",1664.49490614295,"EN"
"31536","Staavia glutinosa",3341.00978860885,"EN"
"31537","Staberoha cernua",120347.616903953,"NT"
"31538","Stachys bolusii",128692.187478029,"NT"
"31539","Stachys natalensis",381103.096533341,"NT"
"31540","Stachys nigricans",164061.113105551,"NT"
"31541","Stachys rugosa",383054.581628428,"NT"
"31542","Stachys spathulata",162204.215094219,"NT"
"31543","Stachys sublobata",92299.6473853683,"NT"
"31544","Stachys thunbergii",87513.5377187795,"NT"
"31545","Stapelia gettliffei",335319.209379225,"NT"
"31546","Stapelia kwebensis",317620.521141979,"NT"
"31547","Stapelia leendertziae",355833.718317278,"NT"
"31548","Steirodiscus tagetes",15075.6131628254,"VU"
"31549","Stenoglottis fimbriata",376866.095082437,"NT"
"31550","Stilbe albiflora",42225.4728391102,"NT"
"31551","Stilbe rupestris",13362.1023014407,"VU"
"31552","Stipagrostis sabulicola",194534.770723737,"NT"
"31553","Stipagrostis zeyheri",1689625.44198328,"NT"
"31554","Stoebe alopecuroides",60122.8609544023,"NT"
"31555","Stoebe cyathuloides",30299.8521776542,"NT"
"31556","Stoebe fusca",115583.99215883,"NT"
"31557","Stoebe prostrata",20104.1637749284,"NT"
"31558","Stoebe rosea",1664.49490614295,"EN"
"31559","Stoeberia frutescens",163195.365585005,"NT"
"31560","Stoeberia utilis",71039.3706772467,"NT"
"31561","Strelitzia caudata",140186.033689257,"NT"
"31562","Streptocarpus cyaneus",77441.3947009998,"NT"
"31563","Streptocarpus gardenii",39736.0907223221,"NT"
"31564","Streptocarpus grandis",125711.371604139,"NT"
"31565","Streptocarpus haygarthii",127905.510622488,"NT"
"31566","Streptocarpus meyeri",113475.936410472,"NT"
"31567","Streptocarpus molweniensis",13155.9810225312,"VU"
"31568","Streptocarpus parviflorus",306835.388407684,"NT"
"31569","Streptocarpus pentherianus",156270.512413864,"NT"
"31570","Streptocarpus polyanthus",192404.175439269,"NT"
"31571","Streptocarpus prolixus",35882.0267659715,"NT"
"31572","Streptocarpus pusillus",224559.247678398,"NT"
"31573","Streptocarpus rexii",149927.485997887,"NT"
"31574","Streptocarpus vandeleurii",112891.445338703,"NT"
"31575","Streptocarpus wilmsii",51724.9788083003,"NT"
"31576","Striga elegans",4298800.09302941,"NT"
"31577","Strumaria tenella",531608.490189335,"NT"
"31578","Struthiola hirsuta",73906.3603325759,"NT"
"31579","Struthiola macowanii",221865.358997128,"NT"
"31580","Struthiola parviflora",124779.179446427,"NT"
"31581","Struthiola striata",67919.3828268438,"NT"
"31582","Struthiola tomentosa",69668.1960697474,"NT"
"31583","Strychnos cocculoides",2622047.1025824,"NT"
"31584","Strychnos pungens",4708821.54213815,"NT"
"31585","Stylapterus fruticulosus",3341.00978860885,"EN"
"31586","Stylochaeton natalense",1436328.32722323,"NT"
"31587","Syncarpha argyropsis",59402.0286455137,"NT"
"31588","Syncarpha dregeana",147019.208627668,"NT"
"31589","Syncarpha zeyheri",23463.016500651,"NT"
"31590","Syncolostemon albiflorus",641639.115645958,"NT"
"31591","Syncolostemon canescens",1233256.62363926,"NT"
"31592","Syncolostemon densiflorus",80814.9178864421,"NT"
"31593","Syncolostemon elliottii",512666.260465747,"NT"
"31594","Syncolostemon parviflorus",192769.486079419,"NT"
"31595","Syncolostemon pretoriae",109902.17052285,"NT"
"31596","Syncolostemon rotundifolius",45880.2062147724,"NT"
"31597","Syncolostemon transvaalensis",94984.8651492725,"NT"
"31598","Syzygium legatii",341914.167915191,"NT"
"31599","Tabernaemontana ventricosa",3993496.27009148,"NT"
"31600","Tapinanthus quequensis",254236.351189509,"NT"
"31601","Tapinanthus rubromarginatus",853049.335915965,"NT"
"31602","Taraxacum bessarabicum",3246631.96780286,"NT"
"31603","Tarchonanthus littoralis",1205527.49799412,"NT"
"31604","Tarchonanthus parvicapitulatus",377321.674134557,"NT"
"31605","Tarchonanthus trilobus",459883.489629182,"NT"
"31606","Tarenna pavettoides",147926.011437811,"NT"
"31607","Teedia lucida",1057537.68472111,"NT"
"31608","Tenaxia stricta",438577.405597527,"NT"
"31609","Tenrhynea phylicifolia",279293.95974789,"NT"
"31610","Tephrosia capensis",3205469.6721003,"NT"
"31611","Tephrosia dregeana",531729.931964301,"NT"
"31612","Tephrosia elongata",375619.540998008,"NT"
"31613","Tephrosia longipes",1742046.76621282,"NT"
"31614","Terminalia phanerophlebia",134332.968990086,"NT"
"31615","Tetradenia brevispicata",578188.947170009,"NT"
"31616","Tetradenia galpinii",105151.660602433,"NT"
"31617","Tetraena clavata",49960.2965458773,"NT"
"31618","Tetraena decumbens",173948.624537007,"NT"
"31619","Tetraena prismatocarpa",41776.3042448896,"NT"
"31620","Tetraena retrofracta",492785.762917307,"NT"
"31621","Tetraena simplex",8927609.34699713,"NT"
"31622","Tetraria bromoides",84112.3118074473,"NT"
"31623","Tetraria eximia",61705.5319870802,"NT"
"31624","Tetraria involucrata",116605.292596608,"NT"
"31625","Tetraria thermalis",73839.3918288779,"NT"
"31626","Tetraria ustulata",164146.63708709,"NT"
"31627","Tetraselago natalensis",453641.040379773,"NT"
"31628","Teucrium kraussii",222626.13831285,"NT"
"31629","Teucrium trifidum",562490.015870194,"NT"
"31630","Thalictrum rhynchocarpum",883204.093323959,"NT"
"31631","Thamnochortus erectus",80510.0311213368,"NT"
"31632","Thamnochortus fruticosus",45490.8970450781,"NT"
"31633","Thamnochortus glaber",88873.8513295204,"NT"
"31634","Thamnochortus insignis",218550.832520381,"NT"
"31635","Thamnochortus punctatus",46031.789861627,"NT"
"31636","Thamnochortus spicigerus",21956.0296701584,"NT"
"31637","Theilera guthriei",44778.194175452,"NT"
"31638","Thereianthus bracteolatus",15038.2270191733,"VU"
"31639","Thereianthus minutus",15125.1677146298,"VU"
"31640","Thereianthus spicatus",16765.2274173639,"VU"
"31641","Thesium aggregatum",145755.808515659,"NT"
"31642","Thesium pubescens",79314.4785794963,"NT"
"31643","Thesium scabrum",47231.9853658264,"NT"
"31644","Thesium transvaalense",142422.181689693,"NT"
"31645","Thesium triflorum",394843.172996857,"NT"
"31646","Thesium utile",408396.447300201,"NT"
"31647","Thesium virgatum",126792.933418947,"NT"
"31648","Thesium viridifolium",336898.532082971,"NT"
"31649","Thinopyrum distichum",125068.853421648,"NT"
"31650","Thuidium assimile",5728113.48556439,"NT"
"31651","Thunbergia capensis",47254.5930501348,"NT"
"31652","Thunbergia dregeana",189175.673719783,"NT"
"31653","Tinnea rhodesiana",3391069.51963227,"NT"
"31654","Trachyandra chlamydophylla",45528.4096583587,"NT"
"31655","Trachyandra ciliata",285424.179426639,"NT"
"31656","Trachyandra hirsuta",177967.157873474,"NT"
"31657","Trachyandra hispida",67857.6045934761,"NT"
"31658","Trachyandra revoluta",393755.782535073,"NT"
"31659","Trachyandra tabularis",18402.2576133701,"VU"
"31660","Tribolium hispidum",296685.19863383,"NT"
"31661","Tribolium uniolae",209145.357320807,"NT"
"31662","Tribulus cristatus",446774.784639607,"NT"
"31663","Tricalysia capensis",364278.527251465,"NT"
"31664","Trichilia emetica",16065523.0523093,"NT"
"31665","Trichodiadema marlothii",39241.6316702908,"NT"
"31666","Trichodiadema occidentale",18500.1800930409,"VU"
"31667","Trichodiadema orientale",80984.3150471861,"NT"
"31668","Trichodiadema pomeridianum",321952.024957129,"NT"
"31669","Trichodiadema setuliferum",316376.358969552,"NT"
"31670","Trichoneura grandiglumis",513015.977414989,"NT"
"31671","Tricliceras schinzii",454566.082718503,"NT"
"31672","Tridactyle tricuspis",634930.351816165,"NT"
"31673","Tridactyle tridentata",2456959.4616377,"NT"
"31674","Trifolium burchellianum",908879.894687968,"NT"
"31675","Trifolium diffusum",1301235.4360312,"NT"
"31676","Triraphis andropogonoides",697536.114844446,"NT"
"31677","Tristachya biseriata",77879.4641838281,"NT"
"31678","Tristachya leucothrix",434875.375442925,"NT"
"31679","Tristachya rehmannii",110310.218984065,"NT"
"31680","Tritonia deusta",85734.316922059,"NT"
"31681","Tritonia drakensbergensis",43050.1045390151,"NT"
"31682","Tritonia karooica",127517.191628719,"NT"
"31683","Tritonia nelsonii",387069.360992528,"NT"
"31684","Tritonia undulata",80261.5776644294,"NT"
"31685","Tritoniopsis dodii",201376.214416276,"NT"
"31686","Tritoniopsis elongata",26930.1882345046,"NT"
"31687","Tritoniopsis flexuosa",10020.5725071234,"VU"
"31688","Tritoniopsis pulchra",15050.1288655682,"VU"
"31689","Tritoniopsis ramosa",109415.025274603,"NT"
"31690","Tritoniopsis triticea",89168.6446362757,"NT"
"31691","Tritoniopsis unguicularis",13350.8654272363,"VU"
"31692","Triumfetta sonderi",202914.837842344,"NT"
"31693","Triumfetta welwitschii",216003.74638419,"NT"
"31694","Tulbaghia acutiloba",690583.47971397,"NT"
"31695","Tulbaghia alliacea",3363827.42446139,"NT"
"31696","Tulista pumila",76720.7955312672,"NT"
"31697","Tylecodon buchholzianus",86855.4360423118,"NT"
"31698","Tylecodon cacalioides",24032.6513359568,"NT"
"31699","Tylecodon grandiflorus",51104.4003915459,"NT"
"31700","Tylecodon pearsonii",26634.8670388276,"NT"
"31701","Tylecodon pygmaeus",7007.85802788586,"VU"
"31702","Tylecodon ventricosus",341729.189570771,"NT"
"31703","Unigenes humifusa",15063.7240718413,"VU"
"31704","Urochloa trichopus",7641749.15125715,"NT"
"31705","Ursinia chrysanthemoides",397896.098818837,"NT"
"31706","Ursinia dentata",112557.090402699,"NT"
"31707","Ursinia discolor",37315.4759516689,"NT"
"31708","Ursinia eckloniana",8346.3878350659,"VU"
"31709","Ursinia heterodonta",70212.9379127565,"NT"
"31710","Ursinia nana",2748783.07668632,"NT"
"31711","Ursinia nudicaulis",101304.927143851,"NT"
"31712","Ursinia paleacea",108633.823637142,"NT"
"31713","Ursinia scariosa",49697.3295599927,"NT"
"31714","Ursinia tenuifolia",329259.059305663,"NT"
"31715","Ursinia trifida",35858.5402508812,"NT"
"31716","Utricularia stellaris",6761410.3328829,"NT"
"31717","Vachellia davyi",113004.662371655,"NT"
"31718","Vachellia erioloba",2074228.41927466,"NT"
"31719","Vachellia exuvialis",205755.856575872,"NT"
"31720","Vachellia haematoxylon",451558.124715256,"NT"
"31721","Vachellia hebeclada",1835466.29630489,"NT"
"31722","Vachellia kosiensis",467338.388191268,"NT"
"31723","Vachellia natalitia",379583.185683449,"NT"
"31724","Vachellia reficiens",931319.722768835,"NT"
"31725","Vachellia rehmanniana",146575.394729414,"NT"
"31726","Vangueria parvifolia",286331.816371239,"NT"
"31727","Vangueria triflora",133383.682930385,"NT"
"31728","Veltheimia capensis",474440.49605687,"NT"
"31729","Vepris reflexa",761711.169077085,"NT"
"31730","Vicia eriocarpa",8104753.50251003,"NT"
"31731","Villarsia manningiana",28551.9522271101,"NT"
"31732","Viscum combreticola",1528692.9817334,"NT"
"31733","Viscum verrucosum",599961.290340012,"NT"
"31734","Vitex obovata",188272.97676848,"NT"
"31735","Vitex rehmannii",580000.748453345,"NT"
"31736","Volkameria glabra",1121309.2603002,"NT"
"31737","Wahlenbergia albens",354657.085325898,"NT"
"31738","Wahlenbergia desmantha",41091.1231231181,"NT"
"31739","Wahlenbergia huttonii",235357.567903558,"NT"
"31740","Wahlenbergia krebsii",368748.563773958,"NT"
"31741","Wahlenbergia lycopodioides",213735.338564582,"NT"
"31742","Wahlenbergia obovata",25166.3714851621,"NT"
"31743","Wahlenbergia parvifolia",180047.011949312,"NT"
"31744","Wahlenbergia procumbens",602548.846657081,"NT"
"31745","Wahlenbergia subulata",30202.8139790475,"NT"
"31746","Wahlenbergia tenella",169259.248982437,"NT"
"31747","Wahlenbergia thunbergii",23995.6215769934,"NT"
"31748","Watsonia densiflora",65414.2815828221,"NT"
"31749","Watsonia knysnana",125165.001117399,"NT"
"31750","Watsonia pulchra",100017.932702924,"NT"
"31751","Watsonia schlechteri",108446.376336892,"NT"
"31752","Watsonia spectabilis",52453.3943397743,"NT"
"31753","Watsonia stenosiphon",18432.1390793016,"VU"
"31754","Watsonia vanderspuyae",31166.3538054725,"NT"
"31755","Wiborgia obcordata",148941.43323021,"NT"
"31756","Willdenowia glomerata",111004.378946552,"NT"
"31757","Willdenowia sulcata",47344.605854405,"NT"
"31758","Wimmerella arabidea",574640.125422265,"NT"
"31759","Wimmerella pygmaea",174367.970965963,"NT"
"31760","Wimmerella secunda",28514.3972501785,"NT"
"31761","Wurmbea elatior",66967.8056518697,"NT"
"31762","Wurmbea hiemalis",28564.766618307,"NT"
"31763","Wurmbea inusta",37031.498343583,"NT"
"31764","Wurmbea marginata",49071.5073065741,"NT"
"31765","Wurmbea monopetala",50654.6802740348,"NT"
"31766","Wurmbea punctata",62711.1636667304,"NT"
"31767","Wurmbea recurva",5041.83956113553,"VU"
"31768","Xerophyta adendorffii",95582.1052406513,"NT"
"31769","Xerophyta elegans",178477.514437588,"NT"
"31770","Xerophyta viscosa",1709348.45528549,"NT"
"31771","Xiphotheca fruticosa",33628.8644936638,"NT"
"31772","Xiphotheca guthriei",15092.9682457409,"VU"
"31773","Xiphotheca lanceolata",28582.1343165976,"NT"
"31774","Xysmalobium involucratum",133788.789293455,"NT"
"31775","Xysmalobium parviflorum",208805.970361716,"NT"
"31776","Xysmalobium undulatum",543826.585569736,"NT"
"31777","Zaluzianskya elongata",430042.259988267,"NT"
"31778","Zaluzianskya katharinae",153692.813622166,"NT"
"31779","Zaluzianskya microsiphon",318102.194537538,"NT"
"31780","Ziziphus zeyheriana",465912.522368248,"NT"
"31781","Zornia capensis",557045.480585718,"NT"
"31782","Zornia linearis",318388.647184135,"NT"
"31783","Zornia milneana",1977756.14740971,"NT"
"31784","Zyrphelis foliosa",16735.6300564737,"VU"
"31785","Zyrphelis taxifolia",8346.38784258784,"VU"
"31786","Zingiber chrysanthum",6079500.65331893,"NT"
"31787","Callicarpa randaiensis",46330.9910354162,"NT"
"31788","Pseudocyclosorus esquirolii",1808310.67773637,"NT"
"31789","Talinum polygaloides",2173086.2102927,"NT"
"31790","Eurya loquaiana",2509201.61192061,"NT"
"31791","Diospyros eriantha",1080002.72979267,"NT"
"31792","Quercus championii",2206263.88602222,"NT"
"31793","Quercus pachyloma",2013411.74408481,"NT"
"31794","Castanopsis faberi",1677002.26800292,"NT"
"31795","Acer morrisonense",29904.0686094708,"NT"
"31796","Opuntia drummondii",1133981.81072357,"NT"
"31797","Crassula alba",699515.613854166,"NT"
"31798","Anacampseros papyracea",257155.724057181,"NT"
"31799","Erica grandiflora",68160.17581338,"NT"
"31800","Erica turbiniflora",1664.49490614295,"EN"
"31801","Haworthia maraisii",20229.1707924714,"NT"
"31802","Heliophila deserticola",527786.427738528,"NT"
"31803","Justicia leptantha",1205784.50071854,"NT"
"31804","Knowltonia transvaalensis",60024.035798677,"NT"
"31805","Knowltonia vesicatoria",454269.367587451,"NT"
"31806","Limeum fenestratum",1722966.60474561,"NT"
"31807","Melaleuca linearis",7896071.67124856,"NT"
"31808","Osteospermum incanum",237088.480856153,"NT"
"31809","Polygala sphenoptera",2939348.81894274,"NT"
"31810","Thesium frisea",173397.611204649,"NT"
"31811","Vaccinium emarginatum",22280.7680354791,"NT"
"31812","Plagiogyria glauca",1250798.38602465,"NT"
"31813","Bursera exequielii",34107.6378749837,"NT"
"31814","Osmoxylon pectinatum",21218.6817067876,"NT"
"31815","Astronia ferruginea",26098.1990973672,"NT"
"31816","Excoecaria kawakamii",28868.8770994063,"NT"
"31817","Ilex kusanoi",21218.6817067876,"NT"
"31818","Ophiorrhiza kuroiwae",77759.7972483145,"NT"
"31819","Buxus liukiuensis",133473.554329219,"NT"
"31820","Ficus cumingii",3386740.2724344,"NT"
"31821","Sedum stellariifolium",3715510.06971169,"NT"
"31822","Cuscuta chinensis",12888412.310516,"NT"
"31823","Silene tatarinowii",2495107.16631545,"NT"
"31824","Celtis bungeana",1756757.68155818,"NT"
"31825","Aristolochia contorta",2661729.79778905,"NT"
"31826","Patrinia rupestris",3988203.0324851,"NT"
"31827","Silene aprica",4926910.41213233,"NT"
"31828","Caragana rosea",2389403.93957153,"NT"
"31829","Cynanchum thesioides",6462893.7214707,"NT"
"31830","Ulmus macrocarpa",5651405.33940882,"NT"
